1333368333731	64.14547354999999	-21.919528399999997	0.0	59.0	0.0	0	
1333368334868	64.13970708847046	-21.942041516304016	68.0	48.0	18.5	0	
1333368365527	64.14285063743591	-21.94772243499756	85.0	48.0	8.5	0	
1333368371089	64.14315104484558	-21.948543190956116	86.0	16.0	9.5	0	
1333368377616	64.1435694694519	-21.949358582496643	85.0	12.0	12.75	0	
1333368380151	64.14393424987793	-21.950104236602783	84.0	12.0	13.75	0	
1333368384261	64.14431512355804	-21.950882077217102	84.0	12.0	14.25	0	
1333368388468	64.14470136165619	-21.95165455341339	84.0	12.0	14.0	0	
1333368391408	64.1450822353363	-21.95241630077362	85.0	12.0	13.75	0	
1333368397028	64.14544701576233	-21.95316731929779	85.0	8.0	13.5	0	
1333368399548	64.14581179618835	-21.953864693641663	86.0	8.0	13.0	0	
1333368473973	64.15117621421814	-21.962587237358093	82.0	32.0	11.0	0	
1333368478839	64.1511869430542	-21.96370840072632	82.0	48.0	0.0	0	
1333368549838	64.15102064609528	-21.9824355840683	90.0	12.0	13.5	0	
1333368555668	64.15142297744751	-21.98362112045288	83.0	8.0	12.0	0	
1333368559808	64.15171265602112	-21.984452605247498	88.0	8.0	12.5	0	
1333368634158	64.15903508663177	-21.99738085269928	78.0	12.0	14.25	0	
1333368638248	64.15922820568085	-21.998437643051147	77.0	12.0	13.25	0	
1333368642428	64.15935158729553	-21.99958562850952	79.0	12.0	13.75	0	
1333369659978	64.1589868068695	-21.997069716453552	82.0	48.0	11.75	0	
1333369665174	64.15868639945984	-21.996039748191833	83.0	32.0	12.0	0	
1333369794528	64.1496205329895	-21.97269916534424	76.0	24.0	14.0	0	
1333369798578	64.14965808391571	-21.971567273139954	72.0	12.0	14.0	0	
1333369802488	64.14965808391571	-21.9703871011734	76.0	12.0	13.75	0	
1333370060398	64.13795828819275	-21.938511729240417	84.0	32.0	16.5	0	
1333370063458	64.13763105869293	-21.937760710716248	84.0	32.0	16.5	0	
1333370190898	64.13419783115387	-21.905633211135864	93.0	48.0	5.5	0	
1333370269268	64.13307666778564	-21.898852586746216	102.0	24.0	0.5	0	
1333370279578	64.13291573524475	-21.897806525230408	102.0	12.0	9.25	0	
1333370285868	64.13271188735962	-21.89627766609192	104.0	8.0	13.75	0	
